,feature_1,feature_2,target
0,0.02795725292708906,0.8561947835129593,0
1,-0.45247237564912873,0.8804566695849423,0
2,0.006996140184484412,0.8157383857397826,0
3,-0.7213757529892015,0.99274599418843,0
4,-0.10457251113207625,0.8314769983796102,0
5,1.0030882164452617,0.4607508364567312,0
6,-0.7238165394527717,0.5018227535675268,0
7,0.7662794775379733,0.4254826614233804,0
8,1.8356875645953465,0.37793886993872106,1
9,-1.2666765931677089,0.4549154663190559,0
10,0.7138412060665231,0.5306514455978978,0
11,-0.8857828424945382,0.24766960301898625,0
12,2.016992378021967,0.7056118032324898,1
13,1.9440349021169294,-0.36316878551646475,1
14,0.8655710796894235,-0.3540113522822106,1
15,-0.9364869341317246,0.387497759208485,0
16,-0.0643420987239885,0.17759184933579988,1
17,0.2668277601773336,-0.17392822023427634,1
18,2.0274784138072652,0.5236140314304061,1
19,1.382035828259263,0.7664438878234356,0
20,0.9443522292564773,-0.01881842200445516,0
21,1.2368145363439267,-0.493084952348658,1
22,-0.9024916777916772,0.34481659424609495,0
23,0.23958218790865848,-0.11300537860215408,1
24,1.9005709491803042,0.24103081175240615,1
25,0.5905854997622089,0.42386601690753944,0
26,1.9527579792844487,0.3515496721321447,1
27,1.2238652353038149,-0.3873936472642765,1
28,-0.6911421034127565,0.777430441439886,0
29,1.1401663568206497,-0.7444303717085852,1
30,0.1744523727027371,-0.6219393855724218,1
31,0.2261509763159364,0.11493156099568977,1
32,1.8131342119140363,-0.3072569046293139,1
33,-0.525142884861659,0.4992104631578581,0
34,2.4292053777782843,0.10446785011645918,1
35,-0.8885009849519452,0.8995284966770498,0
36,0.13161507561522084,0.4370688608651765,1
37,0.5191946011096062,0.03044342600962091,1
38,0.1580343353751393,0.1945411020804968,1
39,1.569148829191003,-0.20631820190770808,1
40,0.22141762103043847,0.6165206909703929,0
41,-0.11807770492443546,1.175885959859455,0
42,0.8524918769897336,0.34137503029108995,0
43,-0.07512920574486215,-0.18174487252247679,1
44,-0.019060281932382,0.29901110462157143,1
45,2.0027076753825126,0.07505853982143491,1
46,0.3943422818051707,-0.2821612667987419,1
47,0.25509166235055303,-0.11874403910269149,1
48,0.0973490756276864,1.3709648337019171,0
49,0.63896265844736,0.6869577470817457,0
50,-0.16054414004795453,-0.05818568423587678,1
51,-0.9355016079575192,0.020876051533850082,0
52,0.8078987743469439,0.058068341435625864,0
53,0.747450807282714,0.8627543492048925,0
54,0.014992707678491202,1.0897698666529358,0
55,1.105356159683418,0.20930107423075558,0
56,0.6390224418905466,-0.25732996605168335,1
57,2.089646802806842,0.53045635508153,1
58,-0.7328903303904918,0.6509060826255477,0
59,1.0150043893914344,0.27140766525264665,0
60,-0.024966395103306338,-0.1740645634825865,1
61,0.8799723024963213,-0.19158631103808305,0
62,1.3759203527036825,-0.3571320126711008,1
63,0.09761687010156608,1.2825275862009482,0
64,1.6238744150401645,-0.09286433702932222,1
65,0.9576737373025999,-0.46073283868798054,1
66,2.4610823926324996,-0.05257522558274441,1
67,0.26985416815128827,1.0611195828693785,0
68,0.8624489142995933,-0.14589435732617662,1
69,-0.8834649514151501,0.6201096654595506,0
70,0.7049472846892375,-0.35662395527385155,1
71,-0.018539019464893274,0.014130736803961041,1
72,1.01606950509125,-0.038609801352699924,0
73,0.6971028921241547,0.4773711196217461,0
74,1.8997667756449672,0.5928209064034592,1
75,0.8149447731655415,-0.7226879324591734,1
76,-0.49064893823768724,0.18253347456382274,0
77,0.4310762480735936,-0.2666295930750866,1
78,1.8803876057705557,-0.0705755386710949,1
79,2.179209538724956,0.04589490855467834,1
80,1.4286030380762338,-0.14032728081704646,1
81,-0.3015971378927138,0.5186264689998545,1
82,0.5957904368748044,0.24288417783968025,0
83,-0.5935576789736904,1.1065950423932922,0
84,-0.41883165058730976,0.5052478031197832,1
85,1.4287228002872054,0.2849030680290461,0
86,1.2602088867447128,-0.40063677374882456,1
87,0.9957529184172063,0.6552264912115705,0
88,0.08392598229574827,0.3558521757056909,1
89,0.3854948203057999,-0.2217650722476511,1
90,-0.14023308875724733,1.0693265930091056,0
91,1.939802346760558,0.1971113229311928,1
92,1.6288899588985157,-0.807071779292881,1
93,-0.7592200189820626,0.5038635830359635,0
94,-1.204012055519946,-0.17609524219358577,0
95,0.8139500536136988,0.5991020602368201,0
96,-0.7629235602929871,0.7127737066416147,0
97,1.1646340194727938,0.5758604912014789,0
98,1.3100614282874319,-0.581568769411861,1
99,-0.9051573913789344,0.7362734256627851,0
100,-0.7844753768761292,0.7018969627300202,0
101,1.283265672161162,-0.47206263817581895,1
102,-1.4278335628464087,0.49157499129552673,0
103,0.785503595273924,-0.2320308950016478,1
104,0.26985238257206834,1.1490623688892627,0
105,1.6495223657484108,-0.14840557628266574,1
106,0.5720050739009221,0.8130362781255955,0
107,2.201713967035672,-0.15191555715575483,1
108,-0.38209231782241737,0.9162028555301079,0
109,0.710598470843656,0.6297420245025103,0
110,0.1715367423784108,1.2105201900006726,0
111,1.0561415273114192,-0.9608601071995249,1
112,0.02627300768223241,0.8445873880657163,0
113,-1.037654540388861,0.08802956750067378,0
114,0.625926964059511,0.7468645388925648,0
